Queue ID,Original Inspection Record ID,Style ID,Style,Color,Line Name,Defect Name EN,Pieces Count,Date Sent to Alter,Status,Reinspection DateTime,Reinspection Result,Reinspection Defect,TAT Hours,Checker Name,Customer,PO,Item Type
194,1651.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
195,1685.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Pinching,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
196,1694.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Balancing Out,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
197,1707.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Wrong Shape,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
198,1729.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Raw Edge / Margin,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
199,1730.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Broken Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
200,1732.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
201,1736.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Balancing Out,1,28/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
202,1738.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
203,1779.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
204,1780.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
205,1791.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Uneven Gaping,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
206,1831.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
207,1832.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
208,1853.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Pinching,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
209,1855.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
210,1859.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Uneven Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
211,1864.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Pinching,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
212,1889.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Pinching,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
213,1927.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
214,1928.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
215,1929.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
216,1939.0,3413715 ASHEN BLUE,3413715,ASHEN BLUE,SF-5,Wrong Shape,1,28/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
217,1943.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Down Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
218,1946.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Balancing Out,1,28/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
219,1981.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Broken Stitch,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
220,1983.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Pinching,1,28/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000787790,Pant
221,2041.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
222,2045.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
223,2057.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
224,2072.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
225,2075.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
226,2083.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
227,2093.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Balancing Out,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
228,2095.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Uneven Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
229,2101.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
230,2138.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Loose Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
231,2140.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
232,2147.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
233,2148.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Uneven Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
234,2167.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Uneven Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
235,2168.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
236,2184.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Broken Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
237,2207.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
238,2222.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
239,2231.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
240,2232.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Side Margin,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
241,2264.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
242,2269.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Balancing Out,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
243,2271.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Raw Edge / Margin,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
244,2289.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Broken Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
245,2290.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
246,2303.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Raw Edge / Margin,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
247,2370.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Raw Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
248,2373.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Uneven Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
249,2374.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
250,2414.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Broken Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
251,2415.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
252,2418.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Raw Edge / Margin,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
253,2419.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Raw Edge / Margin,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
254,2423.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Raw Edge / Margin,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
255,2427.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
256,2435.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
257,2442.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
258,2464.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
259,2497.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Joint Out,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
260,2498.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Joint Out,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
261,2503.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Shape,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
262,2537.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
263,2538.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
264,2558.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Shape,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
265,2561.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
266,2564.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
267,2565.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
268,2567.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
269,2569.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
270,2591.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
271,2592.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
272,2601.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
273,2608.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Damage pcs,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
274,2609.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Damage pcs,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
275,2635.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
276,2638.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Balancing Out,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
277,2639.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
278,2652.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
279,2659.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
280,2699.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
281,2700.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
282,2704.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Shape,1,30/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
283,2705.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Raw Edge / Margin,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
284,2722.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
285,2723.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Uneven Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
286,2726.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
287,2727.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
288,2728.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
289,2736.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Open Seam,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
290,2738.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
291,2739.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
292,2767.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
293,2770.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,30/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
294,2808.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
295,2809.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
296,2823.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
297,2826.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Damage pcs,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
298,2843.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
299,2846.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Down Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
300,2848.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Raw Edge / Margin,1,31/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
301,2849.0,VINTCAMO CAMO AOP,VINTCAMO,CAMO AOP,SF-1,Joint Out,1,31/3/2026,Re-Inspected Pass,,,,,Dhruv,Urban Outfitters,EU0000795084,Pant
302,2858.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
303,2869.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,"Raw Stitch, Open Seam",1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
304,2871.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
305,2872.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
306,2893.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Shape,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
307,2894.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Shape,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
308,2902.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Down Stitch,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
309,2940.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
310,2962.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Down Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
311,2963.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
312,2995.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Open Seam,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
313,2996.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Open Seam,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
314,2997.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Uneven Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Nawab,Street One,346765,Blouse
315,3055.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Open Seam,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
316,3057.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Jump Stitch,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
317,3063.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Uneven Stitch,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
318,3064.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Pinching,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
319,3072.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Missing Operation,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
320,3073.0,3413715 ESPRESSO BROWN,3413715,ESPRESSO BROWN,SF-5,Wrong Shape,1,31/3/2026,Pending,,,,,Nawab,Street One,346765,Blouse
321,3078.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Jump Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
322,3079.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Pinching,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
323,3080.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Pinching,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
324,3082.0,CLEO CAPRI WHITE,CLEO CAPRI,WHITE,SF-2,Broken Stitch,1,31/3/2026,Re-Inspected Pass,,,,,Lal Babu,Urban Outfitters,EU0000801606,Pant
